"set_num","name","year","num_parts","theme"
"527-1","Basic Building Set",1987,196,"Universal Building Set"
"5-3","Basic Set",1973,330,"Universal Building Set"
"530-1","Basic Building Set",1985,273,"Universal Building Set"
"5311-1","9V Wires (25.6 cm)",1996,1,"Technic"
"533-1","Basic Set",1984,93,"Universal Building Set"
"535-1","Basic Building Set",1990,349,"Universal Building Set"
"5369-1","Creator Tub",2005,700,"Creator"
"5370-1","Large Make and Create Bucket with Special LEGO Bonus Bricks",2005,2,"Creator"
"5370a-1","Large Make and Create Bucket with Special LEGO Bonus Bricks (Bucket and its contents only)",2005,500,"Creator"
"5370b-1","Large Make and Create Bucket with Special LEGO Bonus Bricks (Bonus box and its contents only)",2005,201,"Creator"
"537-1","Basic Building Set",1987,271,"Universal Building Set"
"540-1","Basic Building Set",1985,619,"Universal Building Set"
"540-2","Police Units",1979,44,"Classic Town"
"54-1","UFO Action Pack",1997,3,"Space"
"542-1","Street Crew",1979,44,"Classic Town"
"544-1","Basic Set",1981,147,"Universal Building Set"
"545-1","Build-N-Store Chest",1990,423,"Universal Building Set"
"547-1","Basic Building Set",1987,624,"Universal Building Set"
"5475-1","Girls Fantasy Bucket",2006,191,"Creator"
"5477-1","LEGO® Classic House Building",2006,233,"Creator"
"5482-1","Ultimate LEGO House Building Set",2006,674,"Creator"
"5483-1","Ready, Steady Build, and Race",2006,692,"Creator"
"5487-1","Fun with LEGO Bricks",2009,700,"Creator"
"5489-1","Ultimate LEGO Vehicle Building Set",2009,676,"Creator"
"5491-1","XXL 2000",2006,2000,"Creator"
"5493-1","Emergency Rescue Box",2006,705,"Creator"
"550-1","Basic Building Set",1985,578,"Universal Building Set"
"5508-1","Deluxe Brick Box",2010,704,"Creator"
"551-1","T Road Plates",1979,2,"Classic Town"
"5512-1","LEGO XXL Box",2010,1600,"Creator"
"5515-1","Fun Building with LEGO Bricks",2007,240,"Creator"
"5517-1","XXL 1800",2007,1800,"Creator"
"5519-1","Creator Bucket",2007,485,"Creator"
"552-1","Curved Road Plates",1979,2,"Classic Town"
"5522-1","LEGO Golden Anniversary Set",2008,700,"Creator"
"5528-1","Red Cannister",2007,700,"Creator"
"5529-1","LEGO Basic Bricks",2010,326,"Creator"
"5529-2","LEGO Basic Bricks, Limited Edition",2010,326,"Creator"
"553-1","Straight Road Plates",1979,2,"Classic Town"
"5531-1","Police Motorcycle",2005,18,"City"
"5532-1","Fire Car",2005,32,"City"
"5537-1","Limited Edition [Blue Tub]",2007,683,"Creator"
"5539-1","Creative Bucket",2009,480,"Creator"
"554-1","Exxon Fuel Tanker",1979,75,"Classic Town"
"5549-1","LEGO Building Fun",2010,651,"Creator"
"555-2","Basic Set",1981,206,"Universal Building Set"
"5560-1","Large Pink Brick Box",2009,398,"Creator"
"556-1","Fire Emergency Van",1979,66,"Classic Town"
"557-1","Basic Building Set",1987,721,"Universal Building Set"
"5573-1","LEGO Build & Play [Blue Tub]",2008,646,"Creator"
"5573-2","LEGO Build & Play (Red Tub)",2009,644,"Creator"
"5574-1","Lego Box",2008,280,"Creator"
"5576-1","Basic Bricks -- Medium",2008,378,"Creator"
"5578-1","Basic Bricks -- Large",2008,500,"Creator"
"558-1","Road Crane",1979,55,"Classic Town"
"5582-1","Ultimate Town Building Set",2008,697,"Creator"
"5584-1","Fun with Wheels",2008,648,"Creator"
"5585-1","Pink Brick Box",2008,216,"Creator"
"5587-1","Basic Bricks with Fun Figures",2009,390,"Creator"
"5589-1","Giant Box",2009,1600,"Creator"
"560-1","Town House with Garden",1979,244,"Classic Town"
"5610-1","Builder",2008,23,"City"
"5611-1","Public Works",2008,31,"City"
"5612-1","Police Officer",2008,21,"City"
"5613-1","Firefighter",2008,25,"City"
"5616-1","Mini Robot",2008,23,"Space"
"5617-1","Alien Jet",2008,21,"Space"
"5619-1","Crystal Hawk",2008,26,"Space"
"5620-1","Street Cleaner",2008,22,"City"
"5621-1","Coast Guard Kayak",2008,21,"City"
"5623-1","Basic Bricks - Large",2010,450,"Creator"
"5625-1","Police 4 x 4",2008,28,"City"
"5626-1","Coast Guard Bike",2008,12,"City"
"5627-1","Mini Bulldozer",2008,23,"City"
"5642-1","Tipper Truck",2009,23,"City"
"565-2","Build-N-Store Chest",1990,695,"Universal Building Set"
"566-1","Basic Set",1981,285,"Universal Building Set"
"5749-1","Creative Building Kit",2011,650,"Creator"
"575-1","Coast Guard Station",1978,301,"Classic Town"
"575-2","Coast Guard Station (Canadian Edition)",1978,284,"Classic Town"
"5761-1","Mini Digger",2011,57,"Creator"
"5762-1","Mini Plane",2011,52,"Creator"
"5763-1","Dune Hopper",2011,137,"Creator"
"5764-1","Rescue Robot",2011,150,"Creator"
"5765-1","Transport Truck",2011,276,"Creator"
"5766-1","Log Cabin",2011,355,"Creator"
"5767-1","Cool Cruiser",2011,621,"Creator"
"5770-1","Lighthouse Island",2011,518,"Creator"
"577-1","Basic Set",1981,391,"Universal Building Set"
"5771-1","Hillside House",2011,710,"Creator"
"5865-1","Mini Dumper",2010,60,"Creator"
"5866-1","Rotor Rescue",2010,149,"Creator"
"5867-1","Super Speedster",2010,278,"Creator"
"5868-1","Ferocious Creatures",2010,416,"Creator"
"588-1","Police Headquarters",1979,376,"Classic Town"
"5891-1","Apple Tree House",2010,539,"Creator"
"5892-1","Sonic Boom",2010,539,"Creator"
"5893-1","Offroad Power",2010,1061,"Creator"
"5898-1","Car Building Set",2010,135,"Creator"
"5899-1","House Building Set",2010,126,"Creator"
"590-1","Engine Co. No. 9",1978,337,"Classic Town"
"5932-1","My First LEGO Set",2011,227,"Creator"
"5969-1","Squidman Escape",2009,41,"Space"
"5970-1","Freeze Ray Frenzy",2009,79,"Space"
"5971-1","Gold Heist",2009,204,"Space"
"5972-1","Space Truck Getaway [Container Heist]",2009,270,"Space"
"5973-1","Hyperspeed Pursuit",2009,455,"Space"
"5974-1","Galactic Enforcer",2009,824,"Space"
"5979-1","Max Security Transport",2009,315,"Space"
"5980-1","Squidman's Pitstop - Limited Edition",2009,375,"Space"
"5981-1","Raid VPR",2010,68,"Space"
"5982-1","Smash 'n' Grab",2010,187,"Space"
"5983-1","SP Undercover Cruiser",2010,308,"Space"
"5984-1","Lunar Limo",2010,378,"Space"
"5985-1","Space Police Central",2010,629,"Space"
"599-1","Super Basic Set",1982,744,"Universal Building Set"
"60000-1","Fire Motorcycle",2013,39,"City"
"60001-1","Fire Rescue",2013,79,"City"
"60002-1","Fire Truck",2013,208,"City"
"60003-1","Fire Emergency",2013,300,"City"
"60004-1","Fire Station",2013,750,"City"
"60005-1","Fire Boat",2013,221,"City"
"60006-1","Police ATV",2013,51,"City"
"60007-1","High Speed Chase",2013,283,"City"
"60008-1","Museum Break-in",2013,562,"City"
"60009-1","Helicopter Arrest",2013,349,"City"
"60010-1","Fire Helicopter",2013,224,"City"
"60011-1","Surfer Rescue",2013,31,"City"
"60012-1","Coast Guard 4 x 4",2013,127,"City"
"60013-1","Coast Guard Helicopter",2013,232,"City"
"60014-1","Coast Guard Patrol",2013,455,"City"
"60015-1","Coast Guard Plane",2013,279,"City"
"60016-1","Tanker Truck",2013,190,"City"
"60017-1","Flatbed Truck",2013,211,"City"
"60018-1","Cement Mixer",2013,220,"City"
"60019-1","Stunt Plane",2013,139,"City"
"600-2","Police Patrol",1978,23,"Classic Town"
"60020-1","Cargo Truck",2013,319,"City"
"6002-1","Town Figures",1983,20,"Classic Town"
"60021-1","Cargo Heliplane",2013,388,"City"
"60022-1","Cargo Terminal",2013,649,"City"
"60026-1","Town Square",2013,916,"City"
"60031-1","City Corner {re-issue from set 7641-1}",2013,478,"City"
"60032-1","Arctic Snowmobile",2014,44,"City"
"60033-1","Arctic Ice Crawler",2014,112,"City"
"60034-1","Arctic Helicrane",2014,262,"City"
"60035-1","Arctic Outpost",2014,373,"City"
"60036-1","Arctic Base Camp",2014,731,"City"
"60041-1","Crook Pursuit",2014,38,"City"
"60042-1","High Speed Police Chase",2014,109,"City"
"60043-1","Prisoner Transporter",2014,196,"City"
"60044-1","Mobile Police Unit",2014,374,"City"
"60045-1","Police Patrol",2014,407,"City"
"60046-1","Helicopter Surveillance",2014,526,"City"
"60047-1","Police Station",2014,852,"City"
"60048-1","Police Dog Unit",2014,248,"City"
"60049-1","Helicopter Transporter",2014,381,"City"
"60050-1","Train Station",2014,422,"City"
"60051-1","High-Speed Passenger Train",2014,608,"City"
"6005188-1","Darth Maul",2012,8,"Star Wars"
"60052-1","Cargo Train",2014,887,"City"
"60062-1","Arctic Icebreaker",2014,712,"City"
"60064-1","Arctic Supply Plane",2014,372,"City"
"60065-1","ATV Patrol",2015,57,"City"
"60066-1","Swamp Police Starter Set",2015,78,"City"
"60067-1","Helicopter Pursuit",2015,252,"City"
"60068-1","Crooks’ Hideout",2015,468,"City"
"60069-1","Swamp Police Station",2015,706,"City"
"60070-1","Water Plane Chase",2015,261,"City"
"60071-1","Hovercraft Arrest",2015,328,"City"
"60072-1","Demolition Starter Set",2015,85,"City"
"60073-1","Service Truck",2015,232,"City"
"60074-1","Bulldozer",2015,383,"City"
"60075-1","Excavator and Truck",2015,310,"City"
"60076-1","Demolition Site",2015,774,"City"
"60081-1","Pickup Tow Truck",2015,209,"City"
"60082-1","Dune Buggy Trailer",2015,221,"City"
"60083-1","Snowplow Truck",2015,195,"City"
"60084-1","Racing Bike Transporter",2015,177,"City"
"60085-1","4x4 with Powerboat",2015,299,"City"
"60088-1","Fire Starter Set",2015,92,"City"
"60097-1","City Square",2015,1678,"City"
"60098-1","Heavy-Haul Train",2015,982,"City"
"60100-1","Airport Starter Set",2016,81,"City"
"60101-1","Airport Cargo Plane",2016,156,"City"
"60102-1","Airport VIP Service",2016,364,"City"
"60103-1","Airport Air Show",2016,677,"City"
"60104-1","Airport Passenger Terminal",2016,692,"City"
"60105-1","Fire ATV",2016,64,"City"
"60106-1","Fire Starter Set",2016,90,"City"
"60107-1","Fire Ladder Truck",2016,213,"City"
"60108-1","Fire Response Unit",2016,256,"City"
"60109-1","Fire Boat",2016,411,"City"
"601-1","Shell Gas Pump",1978,12,"Classic Town"
"60110-1","Fire Station",2016,918,"City"
"60111-1","Fire Utility Truck",2016,367,"City"
"60112-1","Fire Engine",2016,375,"City"
"60113-1","Rally Car",2016,104,"City"
"60115-1","4 x 4 Off Roader",2016,184,"City"
"60116-1","Ambulance Plane",2016,183,"City"
"60117-1","Van & Caravan",2016,250,"City"
"60119-1","Ferry",2016,301,"City"
"60126-1","Tire Escape",2016,47,"City"
"60127-1","Prison Island Starter Set",2016,92,"City"
"60128-1","Police Pursuit",2016,184,"City"
"60129-1","Police Patrol Boat",2016,200,"City"
"60130-1","Prison Island",2016,753,"City"
"60131-1","Crooks Island",2016,243,"City"
"60132-1","Service Station",2016,513,"City"
"60135-1","ATV Arrest",2017,47,"City"
"60136-1","Police Starter Set",2017,80,"City"
"60137-1","Tow Truck Trouble",2017,144,"City"
"60138-1","High-speed Chase",2017,297,"City"
"60139-1","Mobile Command Center",2017,373,"City"
"60140-1","Bulldozer Break-In",2017,558,"City"
"60141-1","Police Station",2017,893,"Classic Town"
"60142-1","Money Transporter",2017,137,"City"
"60143-1","Auto Transport Heist",2017,402,"City"
"60144-1","Race Plane",2017,88,"City"
"60145-1","Buggy",2017,80,"City"
"60148-1","ATV Race Team",2017,238,"City"
"60150-1","Pizza Van",2017,249,"City"
"60159-1","Jungle Halftrack Mission",2017,378,"City"
"60160-1","Jungle Mobile Lab",2017,423,"City"
"602-1","Fire Chief's Car",1978,24,"Classic Town"
"603-1","Sidecar",1978,26,"Classic Town"
"604-1","Shell Service Car",1978,21,"Classic Town"
"605-1","Street Sweeper",1978,18,"Classic Town"
"6053-1","My First LEGO Town",2011,709,"Creator"
"606-1","Ambulance",1978,25,"Classic Town"
"607-1","Mini Loader",1979,22,"Classic Town"
"608-2","Taxi",1979,25,"Classic Town"
"6092-1","50 Jahre In Deutschland",2006,706,"Creator"
"6092-2","LEGO Special Edition Creative Building Tub",2006,706,"Creator"
"610-2","Rescue Helicopter",1987,35,"Universal Building Set"
"611-2","Air Canada Jet Plane",1988,89,"Universal Building Set"
"6112-1","World of Bricks",2006,1004,"Creator"
"6114-1","200 + 40 Special Elements",2007,242,"Creator"
"6116-1","Box of Bricks",2007,604,"Creator"
"6117-1","Doors and Windows",2008,100,"Creator"
"6118-1","Wheels",2008,106,"Creator"
"6119-1","Roof Tiles",2008,150,"Creator"
"6126-1","Good Guy 2008",2008,26,"Bionicle"
"6127-1","Bad Guy 2008",2008,29,"Bionicle"
"6128-1","Function 2008",2008,22,"Bionicle"
"6131-1","Build and Play",2011,646,"Creator"
"6161-1","Brick Box",2007,221,"Creator"
"6164-1","LEGO Rescue Building Set",2007,519,"Creator"
"6166-1","Large Brick Box",2007,406,"Creator"
"6167-1","Deluxe Brick Box",2006,693,"Creator"
"6177-1","LEGO Basic Bricks Deluxe",2008,650,"Creator"
"6186-1","Build Your Own LEGO Harbor",2008,252,"Creator"
"6187-1","Road Construction Set",2008,296,"Creator"
"6191-1","Fire Fighter Building Set",2009,117,"Creator"
"6192-1","Pirates Building Set",2009,150,"Creator"
"6193-1","Castle Building Set",2009,137,"Creator"
"6194-1","My Own LEGO Town",2009,515,"Creator"
"620-1","Fireman's Car",1978,32,"Classic Town"
"620-3","Blue Building Plate 32 x 32",2010,1,"Creator"
"6205-1","V-wing Fighter",2006,118,"Star Wars"
"6206-1","TIE Interceptor",2006,212,"Star Wars"
"6207-1","A-wing Fighter",2006,193,"Star Wars"
"6208-1","B-wing Fighter",2006,439,"Star Wars"
"6209-1","Slave I (2nd edition)",2006,537,"Star Wars"
"6210-1","Jabba's Sail Barge",2006,781,"Star Wars"
"621-1","Police Car",1978,34,"Classic Town"
"6211-1","Imperial Star Destroyer",2006,1388,"Star Wars"
"6212-1","X-wing Fighter",2006,437,"Star Wars"
"622-1","Tipper Truck",1978,32,"Classic Town"
"623-1","Medic's Car",1978,33,"Classic Town"
"624-1","Basic Motor, 9V",1996,27,"Universal Building Set"
"625-1","Tractor",1978,31,"Classic Town"
"626-1","Baseplate, Green",1996,1,"Universal Building Set"
"626-2","Red Cross Helicopter",1978,36,"Classic Town"
"627-1","Baseplate, Blue",1996,1,"Universal Building Set"
"628-1","X-Large Building Plate (Light Gray)",1996,1,"Universal Building Set"
"628-3","X-Large Gray Baseplate (Lt Bluish Gray)",2003,1,"Creator"
"629-1","Three Building Plates",1996,3,"Universal Building Set"
"6-3","Basic Set",1973,338,"Universal Building Set"
"6301-1","Town Mini-Figures",1986,34,"Classic Town"
"6302-1","Mini-Figure Set",1982,31,"Classic Town"
"6304-1","Cross Roads Plates",1980,2,"Classic Town"
"6305-1","Trees and Flowers",1980,24,"Classic Town"
"6306-1","Road Signs",1980,12,"Classic Town"
"6307-1","Firemen",1983,22,"Classic Town"
"6308-1","Policemen",1982,20,"Classic Town"
"6309-1","Town Mini-Figures",1988,41,"Classic Town"
"6310-1","T-Road Plates",1986,2,"Classic Town"
"631-1","Doors and Windows",1996,52,"Universal Building Set"
"6311-1","Curved Road Plates",1986,2,"Classic Town"
"6312-1","Straight Road Plates",1986,2,"Classic Town"
"6313-1","Cross-Road Plates",1986,2,"Classic Town"
"6314-1","City People",1992,36,"Classic Town"
"6315-1","Road Signs",1988,11,"Classic Town"
"6316-1","Flags and Fences",1988,38,"Classic Town"
"6317-1","Trees and Flowers",1988,48,"Classic Town"
"6318-1","Flowers, Trees and Fences",1996,73,"Classic Town"
"6319-1","Trees and Fences",1993,45,"Classic Town"
"632-1","Wheels and Tires",1996,60,"Universal Building Set"
"633-1","Roof Tiles",1996,50,"Universal Building Set"
"6331-1","Patriot Jet",1996,166,"Classic Town"
"6334-1","Wave Jump Racers",1996,180,"Classic Town"
"6335-1","Indy Transport",1996,402,"Classic Town"
"6337-1","Fast Track Finish",1996,339,"Classic Town"
"6338-1","Hurricane Harbor",1995,364,"Classic Town"
"6340-1","Hook & Ladder",1994,177,"Classic Town"
"634-1","Extra Bricks in Red",1996,62,"Universal Building Set"
"6341-1","Gas N' Go Flyer",1994,106,"Classic Town"
"6342-1","Beach Rescue Chopper",1993,149,"Classic Town"
"6344-1","Jet Speed Justice",1993,158,"Classic Town"
"6345-1","Aerial Acrobats",1993,350,"Classic Town"
"6346-1","Shuttle Launching Crew",1992,413,"Classic Town"
"6347-1","Monorail Accessory Track",1991,54,"Classic Town"
"6348-1","Surveillance Squad",1994,318,"Classic Town"
"6349-1","Vacation House",1988,215,"Classic Town"
"6350-1","Pizza To Go",1994,150,"Classic Town"
"635-1","Extra Bricks in White",1996,62,"Universal Building Set"
"6351-1","Surf N' Sail Camper",1992,190,"Classic Town"
"6352-1","Cargomaster Crane",1991,141,"Classic Town"
"6353-1","Coastal Cutter",1991,184,"Classic Town"
"6354-1","Pursuit Squad",1990,175,"Classic Town"
"6355-1","Derby Trotter",1989,142,"Classic Town"
"6356-1","Med-Star Rescue Plane",1988,160,"Classic Town"
"6357-1","Stunt 'Copter N' Truck",1988,177,"Classic Town"
"6358-1","Snorkel Squad",1987,154,"Classic Town"
"6359-1","Horse Trailer",1986,144,"Classic Town"
"6360-1","Weekend Cottage",1986,117,"Classic Town"
"636-1","Pullback Motor",1996,14,"Universal Building Set"
"6361-1","Mobile Crane",1986,163,"Classic Town"
"6362-1","Post Office",1982,135,"Classic Town"
"6363-1","Auto Service Station",1980,140,"Classic Town"
"6364-1","Paramedic Unit",1980,139,"Classic Town"
"6365-1","Summer Cottage",1981,152,"Classic Town"
"6366-1","Fire & Rescue Squad",1984,117,"Classic Town"
"6367-1","Truck",1984,154,"Classic Town"
"6368-1","Jet Airliner",1985,137,"Classic Town"
"6369-1","Garage",1985,134,"Classic Town"
"6370-1","Weekend Home",1985,186,"Classic Town"
"637-1","Plastic Playtable",1996,3,"Universal Building Set"
"6371-1","Shell Service Station",1983,266,"Classic Town"
"6372-1","Town House",1982,234,"Classic Town"
"6373-1","Motorcycle Shop",1984,186,"Classic Town"
"6374-1","Holiday Home",1983,265,"Classic Town"
"6375-1","Trans Air Carrier",1990,213,"Classic Town"
"6375-2","Exxon Gas Station",1980,270,"Classic Town"
"6376-1","Breezeway Cafe (Breezeway Café)",1990,194,"Classic Town"
"6377-1","Delivery Center",1985,305,"Classic Town"
"6378-1","Shell Service Station",1986,290,"Classic Town"
"6379-1","Riding Stable",1986,281,"Classic Town"
"6380-1","Emergency Treatment Center",1987,312,"Classic Town"
"638-1","Lots of Extra Basic Bricks, 3+",1996,404,"Universal Building Set"
"6381-1","Motor Speedway",1987,206,"Classic Town"
"6382-1","Fire Station",1981,394,"Classic Town"
"6383-1","Public Works Center",1981,420,"Classic Town"
"6384-1","Police Station",1983,398,"Classic Town"
"6385-1","Fire House-I",1985,416,"Classic Town"
"6386-1","Police Command Base",1986,401,"Classic Town"
"6387-1","Coastal Rescue Base",1989,375,"Classic Town"
"6388-1","Holiday Home with Caravan",1989,363,"Classic Town"
"6389-1","Fire Control Center",1990,542,"Classic Town"
"6390-1","Main Street",1980,607,"Classic Town"
"639-1","Lots of Extra Basic Bricks, 5+",1997,400,"Universal Building Set"
"6391-1","Cargo Center",1984,565,"Classic Town"
"6392-1","Airport",1985,539,"Classic Town"
"6393-1","Big Rig Truck Stop",1987,634,"Classic Town"
"6394-1","Metro Park & Service Tower",1988,628,"Classic Town"
"6395-1","Victory Lap Raceway",1988,613,"Classic Town"
"6396-1","International Jetport",1990,550,"Classic Town"
"6397-1","Gas N' Wash Express",1992,473,"Classic Town"
"6398-1","Central Precinct HQ",1993,633,"Classic Town"
"6399-1","Airport Shuttle",1990,787,"Classic Town"
"6400-1","Go-Kart",1997,23,"Classic Town"
"640-2","Fire Truck and Trailer",1978,47,"Classic Town"
"6406-1","Go-Kart",1997,23,"Classic Town"
"641-1","Excavator",1978,38,"Classic Town"
"6420-1","Mail Carrier",1998,14,"Classic Town"
"642-1","Tow Truck and Car",1978,43,"Classic Town"
"6430-1","Night Patroller",1991,140,"Classic Town"
"643-1","Flatbed Truck",1978,39,"Classic Town"
"6436-1","Go-Kart",1999,22,"Classic Town"
"6440-1","Jetport Fire Squad",1991,159,"Classic Town"
"644-2","Police Mobile Patrol",1978,44,"Classic Town"
"6450-1","Mobile Police Truck",1986,83,"Classic Town"
"645-1","Police Helicopter",1979,56,"Classic Town"
"646-1","Auto Service Truck",1979,42,"Classic Town"
